metabolite	name	kegg	chebi
MAM01276	acyl-CoA-LD-TG2 pool (liver tissue)	nan	nan
MAM01277	acyl-CoA-LD-TG3 pool (liver tissue)	nan	nan
MAM01278	acylglycerone-phosphate	C03372	CHEBI:15835
MAM01279	adenine	C00147	CHEBI:16708
MAM01280	adenosine	C00212	CHEBI:16335
MAM01281	adenylated molybdopterin	C19848	nan
MAM01282	adenylosuccinate	C03794	CHEBI:15919
MAM01283	adenylyl sulfate	C00224	CHEBI:17709
MAM01284	adenylylselenate	C05686	nan
MAM01285	ADP	C00008	CHEBI:16761
MAM01286	ADP-glucose	C00498	CHEBI:15751
MAM01287	ADP-mannose	C06192	CHEBI:28845
MAM01288	ADP-ribose	C00301	CHEBI:16960
MAM01289	ADP-ribose-2-phosphate	C03246	CHEBI:37463
MAM01290	adrenaline	C00788	CHEBI:28918
MAM01291	adrenic acid	C16527	CHEBI:53487
MAM01292	adrenochrome	nan	nan
MAM01293	adrenochrome-O-semiquinone	nan	nan
MAM01294	aflatoxin B1 dialdehyde	C19589	nan
MAM01295	aflatoxin B1 diol	C19588	nan
MAM01296	aflatoxin B1	C06800	CHEBI:2504
MAM01297	aflatoxin B1-endo-8,9-epoxide	C19595	nan
MAM01298	aflatoxin B1-exo-8,9-epoxide	C19586	nan
MAM01299	aflatoxin B1-exo-8,9-epoxide-GSH	C11278	CHEBI:2505
MAM01300	aflatoxin M1	C16756	nan
MAM01301	aflatoxin M1-8,9-epoxide	C19594	nan
MAM01302	aflatoxin Q1	C19585	nan
MAM01303	agmatine	C00179	CHEBI:17431
MAM01304	AICAR	C04677	CHEBI:18406
MAM01305	AIR	C03373	CHEBI:28843
MAM01306	AKG	C00026	CHEBI:30915
MAM01307	alanine	C00041	CHEBI:16977
MAM01308	albumin	nan	nan
MAM01309	aldosterone	C01780	CHEBI:27584
MAM01310	alkylamine	C01664	nan
MAM01311	alkyl-glycerone-3-phosphate	C03715	CHEBI:17197
MAM01312	allantoate	C00499	CHEBI:30837
MAM01313	allantoin	C01551	CHEBI:15676
MAM01314	allopregnanolone	C13712	CHEBI:50169
MAM01315	alloxan	C07599	CHEBI:730073
MAM01316	all-trans-decaprenyl-diphosphate	nan	nan
MAM01317	alpha tubulin	C01392	nan
MAM01318	alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde	C19592	nan
MAM01319	alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol	C19581	nan
MAM01320	alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol	C19580	nan
MAM01321	alpha-CEHC-glucuronide	nan	nan
MAM01322	alpha-D-galactose-1-phosphate	C03384	CHEBI:17973
MAM01323	alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	C05861	CHEBI:28067
MAM01324	alpha-GalNAc-globoside	nan	nan
MAM01325	alpha-hydroxyisocaproic acid	nan	nan
MAM01326	alpha-pinene-oxide	C02759	CHEBI:29060
MAM01327	alpha-tocopherol	C02477	CHEBI:18145
MAM01328	alpha-tocopheryl hydroquinone	nan	nan
MAM01329	alpha-tocopheryl quinone	nan	nan
MAM01330	alpha-tocotrienol	C14153	CHEBI:33270
MAM01331	alpha-tocotrienoxyl radical	nan	nan
MAM01332	aminoacetone	C01888	nan
MAM01333	aminochrome-O-semiquinone	nan	nan
MAM01334	AMP	C00020	CHEBI:16027
MAM01335	anandamide	C11695	CHEBI:2700
MAM01336	androstenediol	C04295	CHEBI:2710
MAM01337	androsterone sulfate	nan	nan
MAM01338	androsterone	C00523	CHEBI:16032
MAM01339	androsterone-glucuronide	C11135	CHEBI:28832
MAM01340	anhydroretinol	nan	nan
MAM01341	aniline	C00292	CHEBI:17296
MAM01342	anthranilate	C00108	CHEBI:30754
MAM01343	antichymotrypsin	nan	nan
MAM01344	antipyrine	C13244	CHEBI:31225
MAM01345	antitrypsin	nan	nan
MAM01346	APE	nan	nan
MAM01347	apelin-(1-12)	nan	nan
MAM01348	apelin-13	nan	nan
MAM01349	apo-[ACP]	C03688	nan
MAM01350	apoA1	nan	nan
MAM01351	apoB100	nan	nan
MAM01352	apoB48	nan	nan
MAM01353	apoC1	nan	nan
MAM01354	apoC2	nan	nan
MAM01355	apoC3	nan	nan
MAM01356	apoC-lys	nan	nan
MAM01357	apoC-lys_btn	C06250	nan
MAM01358	apocytochrome-C	C02248	nan
MAM01359	apoE	nan	nan
MAM01360	apppA	C06197	CHEBI:27775
MAM01361	aquacob(III)alamin	C00992	CHEBI:15852
MAM01362	arachidonate	C00219	CHEBI:15843
MAM01363	arachidonyl-carnitine	nan	nan
MAM01364	arachidonyl-CoA	C02249	CHEBI:15514
MAM01365	arginine	C00062	CHEBI:16467
MAM01366	argininosuccinate	C03406	CHEBI:15682
MAM01367	arsenite	C06697	CHEBI:29866
MAM01368	ascorbate	C00072	CHEBI:17208
MAM01369	asparagine	C00152	CHEBI:17196
MAM01370	aspartate	C00049	CHEBI:17053
MAM01371	ATP	C00002	CHEBI:15422
MAM01372	azelaic acid	C08261	CHEBI:48131
MAM01373	behenic acid	C08281	CHEBI:28941
MAM01374	benzo[a]pyrene	C07535	CHEBI:29865
MAM01375	benzo[a]pyrene-4,5-oxide	C14851	nan
MAM01376	benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide	C14853	nan
MAM01377	benzo[a]pyrene-7,8-diol	C14852	nan
MAM01378	benzo[a]pyrene-7,8-oxide	C14850	nan
MAM01379	benzo[a]pyrene-9,10-oxide	C14849	nan
MAM01380	benzoate	C00180	CHEBI:30746
MAM01381	benzothiazine	nan	nan
MAM01382	beta-1,4-mannose-N-acetylglucosamine	nan	nan
MAM01383	beta-alanine	C00099	CHEBI:16958
MAM01384	beta-carboline	nan	CHEBI:109895
MAM01385	beta-carotene	nan	nan
MAM01386	beta-casomorphin (1-6)	nan	nan
MAM01387	beta-casomorphin	nan	nan
MAM01388	beta-D-glucose	C00221	CHEBI:15903
MAM01390	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol	C05860	CHEBI:18396
MAM01391	beta-GalNAc-globoside	nan	nan
MAM01392	beta-hydroxy-beta-methylbutyrate	nan	CHEBI:37084
MAM01393	betaine	C00719	CHEBI:17750
MAM01394	betaine_aldehyde	C00576	CHEBI:15710
MAM01395	bile-PC pool	nan	nan
MAM01396	bilirubin	C00486	CHEBI:16990
MAM01397	bilirubin-bisglucuronoside	C05787	CHEBI:18392
MAM01398	bilirubin-monoglucuronoside	C03374	CHEBI:16427
MAM01399	biliverdin	C00500	CHEBI:17033
MAM01400	biocytin	C05552	CHEBI:27870
MAM01401	biotin	C00120	CHEBI:15956
MAM01402	biotinyl-5-AMP	C05921	CHEBI:3110
MAM01403	bromobenzene	C11036	CHEBI:3179
MAM01404	bromobenzene-2,3-dihydrodiol	C14842	nan
MAM01405	bromobenzene-2,3-oxide	C14840	nan
MAM01406	bromobenzene-3,4-dihydrodiol	C14844	nan
MAM01407	bromobenzene-3,4-oxide	C14839	nan
MAM01408	bufotenine	C08299	CHEBI:3210
MAM01409	but-2-enoyl-[ACP]	C04246	nan
MAM01410	butyrate	C00246	CHEBI:30772
MAM01411	butyryl-[ACP]	C05745	nan
MAM01412	butyryl-CoA	C00136	CHEBI:57371
MAM01413	Ca2+	C00076	CHEBI:29108
MAM01414	caffeate	C01197	CHEBI:16433
MAM01415	calcidiol	C01561	CHEBI:17933
MAM01416	calcitetrol	C18231	nan
MAM01417	calcitriol	C01673	CHEBI:17823
MAM01418	calcitroic acid	C18230	nan
MAM01419	cAMP	C00575	CHEBI:17489
MAM01420	carbamoyl-phosphate	C00169	CHEBI:17672
MAM01421	carbonate	C01353	CHEBI:28976
MAM01422	carboxybiotin-carboxyl-carrier	C04419	nan
MAM01423	carnosine	C00386	CHEBI:15727
MAM01424	CDP	C00112	CHEBI:17239
MAM01425	CDP-choline	C00307	CHEBI:16436
MAM01426	CDP-diacylglycerol-CL pool	C00269	nan
MAM01427	CDP-diacylglycerol-LD-PI pool	C00269	nan
MAM01428	CDP-ethanolamine	C00570	CHEBI:16732
MAM01429	CDP-glycerol	C00513	nan
MAM01430	ceramide pool	C00195	CHEBI:52639
MAM01431	ceramide-1P pool	nan	nan
MAM01432	cerotic acid	nan	CHEBI:31009
MAM01433	cGMP	C00942	CHEBI:16356
MAM01434	chenodeoxycholoyl-CoA	C05337	CHEBI:28701
MAM01435	chenodiol	C02528	CHEBI:16755
MAM01436	chitin(n-1)	C00461	CHEBI:17029
MAM01437	chitin	C00461	CHEBI:17029
MAM01438	chitin-component	nan	nan
MAM01439	chitobiose	C01674	nan
MAM01440	chloral hydrate	C06899	CHEBI:28142
MAM01441	chloral	C14866	CHEBI:48814
MAM01442	chloride	C00698	CHEBI:29311
MAM01443	chloroacetic acid	C06755	CHEBI:27869
MAM01444	chloroacetyl chloride	C14859	nan
MAM01445	cholate	C00695	CHEBI:16359
MAM01446	cholest-5-ene-3beta,7alpha,24(S)-triol	nan	nan
MAM01447	cholest-5-ene-3beta,7alpha,25-triol	nan	nan
MAM01448	cholest-5-ene-3beta,7alpha,27-triol	C06341	CHEBI:18431
MAM01449	cholestenol	C03845	CHEBI:16608
MAM01450	cholesterol	C00187	CHEBI:1307929
MAM01451	cholesterol-ester pool	C02530	CHEBI:17002
MAM01452	cholesterol-ester-10,13,16,19-docosa	nan	nan
MAM01453	cholesterol-ester-10,13,16-docosa	nan	nan
MAM01454	cholesterol-ester-10-hepta	nan	nan
MAM01455	cholesterol-ester-11,14,17-eico	nan	nan
MAM01456	cholesterol-ester-11,14-eicosa	nan	nan
MAM01457	cholesterol-ester-11-docose	nan	nan
MAM01458	cholesterol-ester-11-eico	nan	nan
MAM01459	cholesterol-ester-12,15,18,21-tetracosa	nan	nan
MAM01460	cholesterol-ester-13,16,19-doco	nan	nan
MAM01461	cholesterol-ester-13,16-docosa	nan	nan
MAM01462	cholesterol-ester-13-docose	nan	nan
MAM01463	cholesterol-ester-13-eicose	nan	nan
MAM01464	cholesterol-ester-13-octade	nan	nan
MAM01465	cholesterol-ester-15-tetra	nan	nan
MAM01466	cholesterol-ester-4,7,10,13,16,19-doco	nan	nan
MAM01467	cholesterol-ester-4,7,10,13,16-docosa	nan	nan
MAM01468	cholesterol-ester-5,8,11,14,17-eico	nan	nan
MAM01469	cholesterol-ester-5,8,11-eico	nan	nan
MAM01470	cholesterol-ester-5-tetra	nan	nan
MAM01471	cholesterol-ester-6,9,12,15,18,21-tetra	nan	nan
MAM01472	cholesterol-ester-6,9,12,15,18-tetraco	nan	nan
MAM01473	cholesterol-ester-6,9,12,15-octa	nan	nan
MAM01474	cholesterol-ester-6,9-octa	nan	nan
MAM01475	cholesterol-ester-7,10,13,16,19-docosa	nan	nan
MAM01476	cholesterol-ester-7,10,13,16-docosa	nan	nan
MAM01477	cholesterol-ester-7-hexa	nan	nan
MAM01478	cholesterol-ester-7-octade	nan	nan
MAM01479	cholesterol-ester-7-tetrade	nan	nan
MAM01480	cholesterol-ester-8,11,14,17-eico	nan	nan
MAM01481	cholesterol-ester-8,11-eico	nan	nan
MAM01482	cholesterol-ester-9,12,15,18,21-tetra	nan	nan
MAM01483	cholesterol-ester-9,12,15,18-tetraco	nan	nan
MAM01484	cholesterol-ester-9-eicose	nan	nan
MAM01485	cholesterol-ester-9-heptade	nan	nan
MAM01486	cholesterol-ester-9-octa	nan	nan
MAM01487	cholesterol-ester-9-tetrade	nan	nan
MAM01488	cholesterol-ester-arach	nan	nan
MAM01489	cholesterol-ester-cis-vac	nan	nan
MAM01490	cholesterol-ester-dihomo-gamma	nan	nan
MAM01491	cholesterol-ester-docosa	nan	nan
MAM01492	cholesterol-ester-eico	nan	nan
MAM01493	cholesterol-ester-gamma-lin	nan	nan
MAM01494	cholesterol-ester-heneico	nan	nan
MAM01495	cholesterol-ester-hepta	nan	nan
MAM01496	cholesterol-ester-hexacosa	nan	nan
MAM01497	cholesterol-ester-hexecose	nan	nan
MAM01498	cholesterol-ester-laur	nan	nan
MAM01499	cholesterol-ester-lin	nan	CHEBI:41509
MAM01500	cholesterol-ester-linolen	nan	nan
MAM01501	cholesterol-ester-myrist	nan	nan
MAM01502	cholesterol-ester-nanode	nan	nan
MAM01503	cholesterol-ester-ol	nan	CHEBI:46898
MAM01504	cholesterol-ester-palm	C11251	CHEBI:3663
MAM01505	cholesterol-ester-palmn	nan	nan
MAM01506	cholesterol-ester-penta	nan	nan
MAM01507	cholesterol-ester-stea	nan	nan
MAM01508	cholesterol-ester-tetraco	nan	nan
MAM01509	cholesterol-ester-trico	nan	nan
MAM01510	cholesterol-ester-tridec	nan	nan
MAM01511	cholesterol-STAR	nan	nan
MAM01512	cholesterol-sulfate	C18043	CHEBI:41321
MAM01513	choline	C00114	CHEBI:15354
MAM01514	choloyl-CoA	C01794	CHEBI:15519
MAM01515	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2	nan	nan
MAM01516	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3	nan	nan
MAM01517	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	nan	nan
MAM01518	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1	nan	nan
MAM01519	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	nan	nan
MAM01520	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2	nan	nan
MAM01521	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	nan	nan
MAM01522	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4	nan	nan
MAM01523	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5	nan	nan
MAM01524	chondroitin sulfate A (GalNAc4S-GlcA), free chain	nan	nan
MAM01525	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan	nan	nan
MAM01526	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	nan	nan
MAM01527	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2	nan	nan
MAM01528	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	nan	nan
MAM01529	chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain	nan	nan
MAM01530	chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4	nan	nan
MAM01531	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5	nan	nan
MAM01532	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1	nan	nan
MAM01533	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan	nan	nan
MAM01534	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1	nan	nan
MAM01535	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2	nan	nan
MAM01536	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3	nan	nan
MAM01537	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	nan	nan
MAM01538	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5	nan	nan
MAM01539	chondroitin sulfate C (GalNAc6S-GlcA), free chain	nan	nan
MAM01540	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2	nan	nan
MAM01541	chondroitin sulfate C (GalNAc6S-GlcA), precursor 3	nan	nan
MAM01542	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2	nan	nan
MAM01543	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan	nan	nan
MAM01544	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	nan	nan
MAM01545	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2	nan	nan
MAM01546	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3	nan	nan
MAM01547	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4	nan	nan
MAM01548	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5	nan	nan
MAM01549	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6	nan	nan
MAM01550	chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain	nan	nan
MAM01551	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3	nan	nan
MAM01552	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4	nan	nan
MAM01553	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5	nan	nan
MAM01554	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan	nan	nan
MAM01555	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1	nan	nan
MAM01556	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2	nan	nan
MAM01557	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3	nan	nan
MAM01558	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4	nan	nan
MAM01559	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5	nan	nan
MAM01560	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6	nan	nan
MAM01561	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7	nan	nan
MAM01562	chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain	nan	nan
MAM01563	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2	nan	nan
MAM01564	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3	nan	nan
MAM01565	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4	nan	nan
MAM01566	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	nan	nan
MAM01567	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b	nan	nan
MAM01568	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))	nan	nan
MAM01569	chylomicron remnant	nan	nan
MAM01570	chylomicron	nan	nan
MAM01571	cimetidine	C06952	nan
MAM01572	cinnavalininate	C05640	nan
MAM01573	cis-(3S)-hydroxytetradec-5-enoyl-CoA	nan	nan
MAM01574	cis-(3S)-hydroxytetradec-7-enoyl-CoA	nan	nan
MAM01575	cis,cis-3,6-dodecadienoyl-CoA	C05280	CHEBI:28002
MAM01576	cis,cis-myristo-5,8-dienoyl-CoA	nan	nan
MAM01577	cis,cis-palmito-7,10-dienoyl-CoA	nan	nan
MAM01578	cis-2-hydroxycinnamate	C05838	CHEBI:47921
MAM01579	cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA	C11946	nan
MAM01580	cis-aconitate	C00417	CHEBI:32805
MAM01581	cis-beta-D-glucosyl-2-hydroxycinnamate	C05839	CHEBI:62223
MAM01582	cis-cetoleic acid	nan	CHEBI:32428
MAM01583	cis-erucic acid	C08316	CHEBI:28792
MAM01584	cis-gondoic acid	C16526	CHEBI:32425
MAM01585	cis-vaccenic acid	C08367	CHEBI:50464
MAM01586	cis-vaccenoyl-CoA	nan	nan
MAM01587	citrate	C00158	CHEBI:30769
MAM01588	citrulline	C00327	CHEBI:16349
MAM01589	CL pool	nan	CHEBI:28494
MAM01590	CMP	C00055	CHEBI:17361
MAM01591	CMP-2-aminoethylphosphonate	C05673	nan
MAM01592	CMP-N-acetylneuraminate	C00128	CHEBI:16556
MAM01593	CMP-neuNGc	C03691	CHEBI:18098
MAM01594	CMP-N-trimethyl-2-aminoethylphosphonate	C05674	nan
MAM01595	CO	C00237	CHEBI:17245
MAM01596	CO2	C00011	CHEBI:16526
MAM01597	CoA	C00010	CHEBI:1146900
MAM01598	cob(I)alamin	C00853	CHEBI:15982
MAM01599	cob(II)alamin	C00541	CHEBI:16304
MAM01600	cobamide-coenzyme	C00194	CHEBI:8408
MAM01601	cocaine	C01416	CHEBI:27958
MAM01603	coproporphyrin I	C05769	CHEBI:28421
MAM01604	coproporphyrin III	C05770	CHEBI:27609
MAM01605	coproporphyrinogen I	C05768	CHEBI:28607
MAM01606	coproporphyrinogen III	C03263	CHEBI:15439
MAM01607	core 2	nan	CHEBI:15876
MAM01608	core 3	C01306	CHEBI:16250
MAM01609	core 4	C04917	CHEBI:16478
MAM01610	core 5	nan	nan
MAM01611	core 6	nan	nan
MAM01612	core 7	nan	nan
MAM01613	core 8	nan	nan
MAM01614	corticosterone	nan	CHEBI:101161
MAM01615	cortisol	C00735	CHEBI:17650
MAM01616	cortisone	nan	nan
MAM01617	coumarin	C05851	CHEBI:28794
MAM01618	cPMP	C18239	CHEBI:60210
MAM01619	creatine	C00300	CHEBI:16919
MAM01620	creatine-phosphate	C02305	CHEBI:58092
MAM01621	creatinine	C00791	CHEBI:16737
MAM01622	crotonyl-CoA	C00877	CHEBI:15473
MAM01623	CTP	C00063	CHEBI:17677
MAM01624	Cu2+	nan	CHEBI:29036
MAM01625	cyclic-3-hydroxymelatonin	nan	nan
MAM01626	cys-gly	C01419	CHEBI:4047
MAM01627	cysteamine	C01678	CHEBI:17141
MAM01628	cysteine	C00097	CHEBI:17561
MAM01629	cystine	C00491	CHEBI:16283
MAM01630	cytidine	C00475	CHEBI:17562
MAM01631	cytochrome-C	C00524	CHEBI:18070
MAM01632	cytosine	C00380	CHEBI:16040
MAM01633	D-3-amino-isobutanoate	C01205	CHEBI:16320
MAM01634	D-3-hydroxydodecanoyl-[ACP]	C05757	nan
MAM01635	D-3-hydroxyhexanoyl-[ACP]	C05747	nan
MAM01636	D-4-phosphopantothenate	C03492	CHEBI:15905
MAM01637	dADP	C00206	CHEBI:16174
MAM01638	D-alanine	C00133	CHEBI:15570
MAM01639	dAMP	C00360	CHEBI:17713
MAM01640	D-arginine	C00792	CHEBI:15816
MAM01641	D-aspartate	C00402	CHEBI:17364
MAM01642	dATP	C00131	CHEBI:16284
MAM01643	dCDP	C00705	nan
MAM01644	dCMP	C00239	CHEBI:15918
MAM01645	dCTP	C00458	CHEBI:16311
MAM01646	deamido-NAD	C00857	CHEBI:18304
MAM01647	debrisoquin	C13650	CHEBI:34665
MAM01648	decanoic acid	C01571	CHEBI:30813
MAM01649	decanoyl-[ACP]	C05755	nan
MAM01650	decanoyl-CoA	C05274	CHEBI:28493
MAM01651	de-Fuc form of PA6 (wo peptide linkage)	nan	nan
MAM01652	de-Fuc form of PA6	nan	nan
MAM01653	de-Fuc, GlcNAc removed PA6 (wo peptide linkage)	nan	nan
MAM01654	dehydroalanine	C02218	CHEBI:17123
MAM01655	dehydroascorbic acid	C00425	CHEBI:17242
MAM01656	dehydrodolichol	nan	nan
MAM01657	dehydrodolichol-diphosphate	C05859	nan
MAM01658	dehydrodolichol-phosphate	nan	nan
MAM01659	dehydroepiandrosterone sulfate	C04555	CHEBI:16814
MAM01660	dehydroepiandrosterone	C01227	CHEBI:220467
MAM01661	dehydrospermidine	nan	nan
MAM01662	delta-12-prostaglandin J2	nan	nan
MAM01663	delta1-piperideine-2-carboxylate	C04092	CHEBI:30912
MAM01664	delta2-THA-CoA	nan	nan
MAM01665	dem2emgacpail_prot heparan sulfate	nan	nan
MAM01666	deoxyadenosine	C00559	CHEBI:17256
MAM01667	deoxycholoyl-CoA	nan	CHEBI:58810
MAM01668	deoxycytidine	C00881	CHEBI:15698
MAM01669	deoxyguanosine	C00330	CHEBI:17172
MAM01670	deoxyhypusine	nan	nan
MAM01671	deoxyinosine	C05512	CHEBI:28997
MAM01672	deoxyribose	C01801	CHEBI:28816
MAM01673	deoxyuridine	C00526	CHEBI:16450
MAM01674	dephospho-CoA	C00882	CHEBI:15468
MAM01675	desmosterol	C01802	CHEBI:17737
MAM01676	detyrosinated alpha-tubulin	C05234	nan
MAM01677	dextrin(n-1)	C00721	nan
MAM01678	dextrin	C00721	nan
MAM01679	D-galactosyl-N-acylsphingosine	C02686	CHEBI:12947
MAM01680	dGDP	C00361	CHEBI:28862
MAM01681	D-glucarate	C00818	CHEBI:16002
MAM01682	D-glucitol	C00794	CHEBI:17924
MAM01683	D-gluconic acid	C00257	CHEBI:33198
MAM01684	D-glucuronate 1-phosphate	C05385	CHEBI:35145
MAM01685	D-glucurono-6,3-lactone	C02670	CHEBI:18268
MAM01686	dGMP	C00362	CHEBI:16192
MAM01687	dgpi_prot heparan sulfate	nan	nan
MAM01688	dGTP	C00286	CHEBI:16497
MAM01689	DHA	C06429	CHEBI:28125
MAM01690	DHAP	C00111	CHEBI:16108
MAM01691	dichloroacetate	C11149	nan
MAM01692	dichloroacetyl chloride	C14867	CHEBI:34688
MAM01693	dIDP	C01344	CHEBI:28823
MAM01694	digalactosylceramide	C06126	nan
MAM01695	digalactosylceramidesulfate	C06127	nan
MAM01696	dihomo-gamma-linolenate	C03242	CHEBI:53486
MAM01697	dihomo-gamma-linolenoyl-CoA	C03595	CHEBI:27979
MAM01698	dihydrobiopterin	C00268	nan
MAM01699	dihydroceramide pool	nan	CHEBI:31488
MAM01700	dihydrofolate	C00415	CHEBI:15633
MAM01701	dihydrolipoamide	C00579	CHEBI:17694
MAM01702	dihydrolipoate	C02147	CHEBI:18047
MAM01703	dihydrolipoylprotein	C02972	CHEBI:16194
MAM01704	dihydroneopterin	C04874	CHEBI:17001
MAM01705	dihydrothymine	C00906	CHEBI:27468
MAM01706	dimethylallyl-PP	C00235	CHEBI:16057
MAM01707	dimethylamine	C00543	CHEBI:17170
MAM01708	dimethylglycine	C01026	CHEBI:17724
MAM01709	dIMP	C06196	CHEBI:28806
MAM01710	diphospho-myo-inositol-polyphosphate	C11524	nan
MAM01711	disialylgalactosylgloboside	nan	nan
MAM01712	disialyl-T antigen	G00027	nan
MAM01713	dithiothreitol	C00265	CHEBI:18320
MAM01714	dITP	C01345	CHEBI:28807
MAM01715	D-lactaldehyde	C00937	CHEBI:17167
MAM01716	D-lactate	C00256	CHEBI:42111
MAM01717	D-mannose-1,6-bisphosphate	C03693	nan
MAM01718	D-myo-inositol-1,4,5-trisphosphate	C01245	CHEBI:16595
MAM01719	DNA containing 6-O-methylguanine	C04250	nan
MAM01720	DNA containing guanine	C11475	nan
MAM01721	DNA	C00039	CHEBI:16991
MAM01722	DNA-5-methylcytosine	C02967	nan
MAM01723	docosahexaenoylcarnitine	nan	nan
MAM01724	docosanoylcarnitine	nan	nan
MAM01725	docosanoyl-CoA	C16528	CHEBI:65088
MAM01726	docosenoylcarnitine(11)	nan	nan
MAM01727	docosenoylcarnitine	nan	nan
MAM01728	dodecanoyl-[ACP]	C05223	nan
MAM01729	dodecanoylcarnitine	nan	nan
MAM01730	dolichol	C00381	CHEBI:16091
MAM01731	dolichyl-D-glucosyl-phosphate	C01246	CHEBI:15812
MAM01732	dolichyl-diphosphate	C00621	CHEBI:15750
MAM01733	dolichyl-phosphate	C00110	CHEBI:16214
MAM01734	dolichyl-phosphate-D-mannose	C03862	CHEBI:15809
MAM01735	dopachrome-O-semiquinone	nan	nan
MAM01736	dopamine	C03758	CHEBI:18243
MAM01737	dopamine-3-O-sulfate	C13690	CHEBI:37946
MAM01738	dopamine-O-quinone	nan	nan
MAM01739	dopaminochrome	C05578	CHEBI:27404
MAM01740	D-ornithine	C00515	CHEBI:16176
MAM01741	DPA	C16513	CHEBI:53488
MAM01742	D-proline	C00763	CHEBI:16313
MAM01743	D-ribulose	C00309	CHEBI:17173
MAM01744	D-serine	C00740	CHEBI:16523
MAM01745	D-tagatose	C00795	CHEBI:47693
MAM01746	D-tagatose-6-phosphate	C01097	CHEBI:4251
MAM01747	dTDP	C00363	CHEBI:18075
MAM01748	dTDP-4-dehydro-6-deoxy-L-mannose	C00688	CHEBI:15744
MAM01749	dTDP-6-deoxy-L-mannose	C03319	CHEBI:35452
MAM01750	dTDP-galactose	C02097	CHEBI:14086
